coordination,base_planner,problem_id,difficulty,trial_seed,success,planner_solved,audit_passed,planning_time_seconds,path_makespan_seconds,path_mean_agent_time_seconds,path_cost,tree_nodes,high_level_nodes,iterations,checked_waypoints,error
prioritized,flow,1,medium,2026082217,False,False,False,30.001972999998543,,,,2426,0,2862,77147,
prioritized,flow,1,medium,2026082218,True,True,True,25.657885800002987,10.02,6.81,27.239999999999995,1861,0,1977,62532,
prioritized,flow,1,medium,2026082219,False,False,False,30.00435180000204,,,,2113,0,2465,71689,
prioritized,flow,2,hard,2026082200,False,False,False,30.004324699999415,,,,2593,0,3431,82927,
prioritized,flow,2,hard,2026082201,False,False,False,29.999477500001376,,,,2657,0,3229,77954,
prioritized,flow,2,hard,2026082202,False,False,False,30.00265969999964,,,,3323,0,4115,102666,
prioritized,flow,2,hard,2026082203,False,False,False,29.998641000001953,,,,2598,0,3250,85940,
prioritized,flow,2,hard,2026082204,False,False,False,29.995320199999696,,,,2591,0,3362,85009,
prioritized,flow,2,hard,2026082205,True,True,True,15.981879599999957,6.8,5.545,22.18,1050,0,1164,35070,
prioritized,flow,2,hard,2026082206,False,False,False,30.032613599996694,,,,3621,0,4135,103344,
prioritized,flow,2,hard,2026082207,False,False,False,30.040679300000193,,,,2538,0,3488,80633,
prioritized,flow,2,hard,2026082208,False,False,False,30.028863299998193,,,,1790,0,2088,65061,
prioritized,flow,2,hard,2026082209,False,False,False,30.000673200000165,,,,2755,0,4093,89576,
prioritized,flow,2,hard,2026082210,False,False,False,30.031749599998875,,,,2443,0,2912,77807,
prioritized,flow,2,hard,2026082211,True,True,True,24.98529309999867,7.5,6.085,24.34,1845,0,1935,62149,
prioritized,flow,2,hard,2026082212,False,False,False,30.006901699998707,,,,2325,0,2670,74515,
prioritized,flow,2,hard,2026082213,False,False,False,30.005156200000783,,,,3462,0,4287,100405,
prioritized,flow,2,hard,2026082214,True,True,True,12.656813400000829,8.96,6.625,26.5,678,0,694,26573,
prioritized,flow,2,hard,2026082215,False,False,False,29.993261299998267,,,,3316,0,3698,96259,
prioritized,flow,2,hard,2026082216,False,False,False,30.016286500002025,,,,2976,0,3993,97012,
prioritized,flow,2,hard,2026082217,False,False,False,29.998292299998866,,,,2499,0,2783,86518,
prioritized,flow,2,hard,2026082218,False,False,False,30.000298299997667,,,,3136,0,4456,98421,
prioritized,flow,2,hard,2026082219,False,False,False,29.995701499999996,,,,2470,0,3532,81424,
prioritized,vanilla,0,easy,2026082200,True,True,True,0.6299902999999176,0.28,0.22,0.88,8,0,0,393,
prioritized,vanilla,0,easy,2026082201,True,True,True,0.6208622999984073,0.26,0.225,0.9,11,0,3,1064,
prioritized,vanilla,0,easy,2026082202,True,True,True,0.1383943000000727,0.28,0.24,0.96,8,0,0,332,
prioritized,vanilla,0,easy,2026082203,True,True,True,0.34074300000065705,0.34,0.275,1.1,10,0,2,960,
prioritized,vanilla,0,easy,2026082204,True,True,True,0.3210368000000017,0.32,0.24,0.96,11,0,3,1018,
prioritized,vanilla,0,easy,2026082205,True,True,True,0.2910520999976143,0.28,0.23,0.92,8,0,0,742,
prioritized,vanilla,0,easy,2026082206,True,True,True,0.16219010000349954,0.3,0.255,1.02,10,0,2,531,
prioritized,vanilla,0,easy,2026082207,True,True,True,0.35787210000125924,0.24,0.22999999999999998,0.9199999999999999,11,0,3,1042,
prioritized,vanilla,0,easy,2026082208,True,True,True,0.24188069999945583,0.28,0.255,1.02,8,0,0,445,
prioritized,vanilla,0,easy,2026082209,True,True,True,0.30798979999963194,0.32,0.26,1.04,10,0,2,800,
prioritized,vanilla,0,easy,2026082210,True,True,True,0.48490139999921666,0.4,0.265,1.06,9,0,1,672,
prioritized,vanilla,0,easy,2026082211,True,True,True,0.324642200001108,0.34,0.25,1.0,10,0,2,811,
prioritized,vanilla,0,easy,2026082212,True,True,True,0.4574408000007679,0.24,0.21999999999999997,0.8799999999999999,11,0,3,1200,
prioritized,vanilla,0,easy,2026082213,True,True,True,0.538747800001147,0.38,0.25,1.0,13,0,5,1365,
prioritized,vanilla,0,easy,2026082214,True,True,True,0.19936779999989085,0.38,0.275,1.1,8,0,0,564,
prioritized,vanilla,0,easy,2026082215,True,True,True,0.33956169999873964,0.24,0.235,0.94,9,0,1,691,
prioritized,vanilla,0,easy,2026082216,True,True,True,0.1964583999979368,0.26,0.235,0.94,8,0,0,484,
prioritized,vanilla,0,easy,2026082217,True,True,True,0.3398436999996193,0.5,0.32,1.28,10,0,2,838,
prioritized,vanilla,0,easy,2026082218,True,True,True,0.32185609999942244,0.32,0.29000000000000004,1.1600000000000001,11,0,3,933,
prioritized,vanilla,0,easy,2026082219,True,True,True,0.5727619999997842,0.24,0.22,0.88,10,0,2,984,
prioritized,vanilla,1,medium,2026082200,False,False,False,30.012898199998745,,,,296,0,398,59894,
prioritized,vanilla,1,medium,2026082201,False,False,False,30.119854299999133,,,,228,0,239,41406,
prioritized,vanilla,1,medium,2026082202,False,False,False,30.055607400001463,,,,379,0,405,67727,
prioritized,vanilla,1,medium,2026082203,False,False,False,30.03949559999819,,,,311,0,359,58992,
prioritized,vanilla,1,medium,2026082204,False,False,False,29.999237500000163,,,,324,0,405,61701,
prioritized,vanilla,1,medium,2026082205,False,False,False,29.999971400000504,,,,255,0,333,49932,
prioritized,vanilla,1,medium,2026082206,False,False,False,30.038833999999042,,,,377,0,504,72814,
prioritized,vanilla,1,medium,2026082207,False,False,False,30.270296200000303,,,,359,0,481,72337,
prioritized,vanilla,1,medium,2026082208,False,False,False,30.06453920000058,,,,396,0,479,77314,
prioritized,vanilla,1,medium,2026082209,False,False,False,30.00943180000104,,,,374,0,486,75061,
prioritized,vanilla,1,medium,2026082210,False,False,False,30.01932250000027,,,,341,0,463,66872,
prioritized,vanilla,1,medium,2026082211,False,False,False,30.047969399998692,,,,396,0,481,77011,
prioritized,vanilla,1,medium,2026082212,False,False,False,30.029304100000445,,,,407,0,495,77790,
prioritized,vanilla,1,medium,2026082213,False,False,False,30.043081099996925,,,,404,0,488,74905,
prioritized,vanilla,1,medium,2026082214,False,False,False,29.996764700001222,,,,461,0,486,76846,
prioritized,vanilla,1,medium,2026082215,False,False,False,30.03890339999998,,,,372,0,476,71934,
prioritized,vanilla,1,medium,2026082216,False,False,False,30.009998300000007,,,,348,0,502,74825,
prioritized,vanilla,1,medium,2026082217,False,False,False,30.03734020000047,,,,354,0,491,73543,
prioritized,vanilla,1,medium,2026082218,False,False,False,30.040333299999475,,,,376,0,489,70530,
prioritized,vanilla,1,medium,2026082219,False,False,False,30.04264879999755,,,,419,0,498,80079,
prioritized,vanilla,2,hard,2026082200,False,False,False,30.024706799998967,,,,459,0,495,83591,
prioritized,vanilla,2,hard,2026082201,False,False,False,30.025793999997404,,,,423,0,494,81316,
prioritized,vanilla,2,hard,2026082202,False,False,False,30.012424499996996,,,,333,0,508,68175,
prioritized,vanilla,2,hard,2026082203,False,False,False,30.02257819999795,,,,407,0,501,73205,
prioritized,vanilla,2,hard,2026082204,False,False,False,30.01816350000081,,,,382,0,496,77917,
prioritized,vanilla,2,hard,2026082205,False,False,False,30.02232609999919,,,,354,0,495,74620,
prioritized,vanilla,2,hard,2026082206,False,False,False,30.037348199999542,,,,417,0,493,76535,
prioritized,vanilla,2,hard,2026082207,False,False,False,30.070408499999758,,,,412,0,493,78667,
prioritized,vanilla,2,hard,2026082208,False,False,False,30.019553100002668,,,,387,0,511,76681,
prioritized,vanilla,2,hard,2026082209,False,False,False,30.029426900000544,,,,356,0,498,73671,
prioritized,vanilla,2,hard,2026082210,False,False,False,30.026264100000844,,,,287,0,383,59546,
prioritized,vanilla,2,hard,2026082211,False,False,False,30.01582839999901,,,,294,0,395,63806,
prioritized,vanilla,2,hard,2026082212,False,False,False,30.023808300000383,,,,280,0,401,59867,
prioritized,vanilla,2,hard,2026082213,False,False,False,30.00245630000063,,,,300,0,394,60910,
prioritized,vanilla,2,hard,2026082214,False,False,False,30.004317200000514,,,,298,0,389,59482,
prioritized,vanilla,2,hard,2026082215,False,False,False,30.041385999997146,,,,363,0,398,61967,
prioritized,vanilla,2,hard,2026082216,False,False,False,30.013530600001104,,,,337,0,404,64613,
prioritized,vanilla,2,hard,2026082217,False,False,False,30.051365100000112,,,,292,0,400,61531,
prioritized,vanilla,2,hard,2026082218,False,False,False,30.03547830000025,,,,333,0,416,63826,
prioritized,vanilla,2,hard,2026082219,False,False,False,30.039891299999,,,,292,0,402,60444,
